date,year,month,day,temperature_2m_max (°C),temperature_2m_min (°C),daylight_duration (s),sunshine_duration (s),cloud_cover_min (%),cloud_cover_max (%),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),rain_sum (mm),precipitation_hours (h),wind_gusts_10m_max (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),pressure_msl_max (hPa),pressure_msl_min (hPa),soil_moisture_0_to_100cm_mean (m³/m³),et0_fao_evapotranspiration_sum (mm),temp_range,wind_gust_range,avg_wind_speed,wind_variability,humidity_range,dew_point_range,sunshine_ratio,rain_today,pressure_range,daylight_to_sunshine_ratio,weather_condition
2000-04-01,2000,4,1,21.2,12.3,45345.55,41546.04,0,95,8.4,96,45,0.0,0.0,34.2,13.0,5.6,1013.2,1010.8,0.192,3.98,8.899999999999999,21.200000000000003,12.25,13.299999999999999,51,4.699999999999999,0.9162098596223884,0,2.3999999999999773,1.0914267297983202,Cloudy ☁️
2000-04-02,2000,4,2,22.8,12.1,45480.73,41619.27,18,100,8.6,96,41,0.0,0.0,51.1,14.4,9.0,1012.7,1007.5,0.191,4.54,10.700000000000001,36.7,18.6,19.2,55,3.5,0.9150967893435307,0,5.199999999999932,1.092754323794632,Cloudy ☁️
2000-04-03,2000,4,3,31.2,15.1,45615.32,41936.58,0,95,3.1,75,28,0.0,0.0,53.3,19.8,9.1,1012.7,1007.5,0.189,6.77,16.1,33.5,19.6,21.0,47,8.9,0.9193529717647493,0,5.199999999999932,1.0876955704167957,Cloudy ☁️
2000-04-04,2000,4,4,29.7,13.8,45749.23,41860.11,0,79,2.7,88,28,0.0,0.0,53.3,16.9,5.8,1012.7,1007.5,0.188,5.96,15.899999999999999,36.4,17.95,24.3,60,12.2,0.9149904818070161,0,5.199999999999932,1.0928814357765477,Partly Cloudy ⛅
2000-04-05,2000,4,5,23.1,10.5,45882.36,42105.42,0,26,2.7,82,28,0.0,0.0,43.6,11.5,3.3,1018.2,1009.1,0.187,4.83,12.600000000000001,32.1,14.450000000000001,22.3,54,9.3,0.9176820895873707,0,9.100000000000023,1.0896761111488462,Mainly Clear 🌤
2000-04-06,2000,4,6,21.8,11.5,46014.62,42273.82,0,73,2.7,75,32,0.0,0.0,39.6,13.7,1.6,1021.8,1018.1,0.186,4.88,10.3,25.900000000000002,11.5,19.799999999999997,43,6.6000000000000005,0.9187040988277203,0,3.599999999999909,1.0884640076527825,Partly Cloudy ⛅
2000-04-07,2000,4,7,20.5,11.7,46145.92,42445.84,0,20,7.2,91,47,0.0,0.0,34.9,6.1,1.6,1022.3,1019.1,0.186,4.1,8.8,28.799999999999997,10.100000000000001,17.0,44,3.3,0.9198178300486803,0,3.199999999999932,1.0871461809642367,Mainly Clear 🌤
2000-04-08,2000,4,8,19.3,10.2,46276.3,33407.05,1,100,6.8,87,45,0.2,1.0,36.7,11.5,6.6,1022.0,1016.2,0.185,3.47,9.100000000000001,25.200000000000003,13.100000000000001,13.000000000000002,42,3.3999999999999995,0.7219040848123122,1,5.7999999999999545,1.3851841098178432,Light Drizzle 🌦
2000-04-09,2000,4,9,19.3,13.4,46406.66,30786.69,18,100,10.5,92,62,1.9,5.0,52.2,19.8,8.3,1016.2,1007.5,0.186,2.7,5.9,32.400000000000006,18.15,19.7,30,2.9000000000000004,0.6634110276412911,1,8.600000000000023,1.5073121757429675,Light Drizzle 🌦
2000-04-10,2000,4,10,20.8,13.9,46537.14,41500.34,4,96,11.1,91,55,0.0,0.0,30.6,6.8,5.1,1012.7,1007.5,0.186,3.87,6.9,23.8,11.0,11.799999999999999,36,1.5,0.8917681662431339,0,5.199999999999932,1.1213406603256666,Cloudy ☁️
2000-04-11,2000,4,11,23.3,11.5,46667.64,35126.34,1,100,9.6,97,42,1.9,5.0,41.4,6.1,2.6,1012.7,1007.5,0.188,3.94,11.8,35.3,12.450000000000001,19.7,55,4.700000000000001,0.7526915867183341,1,5.199999999999932,1.3285275799420053,Moderate Rain 🌧
2000-04-12,2000,4,12,21.6,10.2,46798.06,43160.52,0,86,7.1,84,39,0.0,0.0,36.7,19.8,9.2,1012.8,1007.5,0.195,4.29,11.400000000000002,16.900000000000002,15.799999999999999,13.2,45,3.8000000000000007,0.9222715642486035,0,5.199999999999932,1.0842542153288393,Cloudy ☁️
2000-04-13,2000,4,13,26.6,13.1,46928.34,42504.32,0,83,5.8,77,28,0.0,0.0,36.4,22.0,10.8,1012.7,1009.5,0.193,6.01,13.500000000000002,14.399999999999999,16.700000000000003,11.8,49,5.000000000000001,0.9057281804555627,0,3.099999999999909,1.1040580332061962,Cloudy ☁️
2000-04-14,2000,4,14,27.5,15.0,47058.38,43650.3,0,44,5.9,73,28,0.0,0.0,43.6,21.2,7.6,1012.7,1007.5,0.191,6.35,12.5,22.400000000000002,16.05,16.9,45,6.199999999999999,0.9275776174190443,0,5.199999999999932,1.0780522000490247,Mainly Clear 🌤
2000-04-15,2000,4,15,22.1,14.2,47188.08,43633.2,0,9,9.8,85,49,0.0,0.0,49.0,20.5,7.1,1012.8,1007.5,0.189,4.74,7.900000000000002,28.5,17.0,19.799999999999997,36,3.0999999999999996,0.9246657206650493,0,5.199999999999932,1.0814471217531203,Clear Sky ☀️
2000-04-16,2000,4,16,26.7,11.5,47317.36,43941.21,0,9,9.1,95,33,0.0,0.0,52.2,9.7,6.4,1012.9,1007.5,0.187,5.78,15.2,42.5,17.4,22.0,62,3.5999999999999996,0.9286488088092827,0,5.2999999999999545,1.0768088359688783,Clear Sky ☀️
2000-04-17,2000,4,17,20.7,14.7,47446.12,43919.27,0,97,5.6,75,37,0.7,4.0,53.3,19.1,7.1,1012.7,1007.5,0.186,4.7,6.0,34.199999999999996,18.6,23.0,38,5.6,0.9256662083221978,1,5.199999999999932,1.0802784226963997,Light Drizzle 🌦
2000-04-18,2000,4,18,22.7,12.8,47574.28,44120.57,0,89,3.0,73,28,0.0,0.0,53.3,24.5,13.6,1014.6,1011.1,0.186,5.99,9.899999999999999,28.799999999999997,21.85,16.5,45,4.8,0.9274038408989059,0,3.3999999999999773,1.0782544682793473,Cloudy ☁️
2000-04-19,2000,4,19,22.4,12.8,47701.73,44324.44,0,76,4.3,73,35,0.1,1.0,53.3,24.5,13.6,1014.5,1011.1,0.185,5.79,9.599999999999998,28.799999999999997,21.85,16.5,38,3.5,0.9291998424375804,1,3.2999999999999545,1.0761704790747706,Light Drizzle 🌦
2000-04-20,2000,4,20,23.0,13.2,47828.37,44530.7,1,35,5.1,76,31,0.0,0.0,43.2,19.4,12.5,1016.8,1012.6,0.183,5.46,9.8,23.800000000000004,18.0,11.0,45,5.300000000000001,0.9310520095081641,0,4.199999999999932,1.0740297361205615,Mainly Clear 🌤
2000-04-21,2000,4,21,24.7,13.8,47954.11,44618.8,0,9,8.9,86,37,0.0,0.0,34.6,7.9,1.6,1020.2,1016.4,0.183,5.18,10.899999999999999,26.700000000000003,9.75,16.299999999999997,49,3.1999999999999993,0.9304478802755385,0,3.800000000000068,1.0747271390727882,Clear Sky ☀️
2000-04-22,2000,4,22,27.3,12.0,48078.85,44827.43,0,9,9.0,93,32,0.0,0.0,32.4,9.0,3.6,1020.2,1016.2,0.182,5.59,15.3,23.4,10.100000000000001,13.000000000000002,61,3.0,0.9323731744831667,0,3.900000000000091,1.0725080044070248,Clear Sky ☀️
2000-04-23,2000,4,23,28.3,15.2,48202.46,43991.36,0,43,6.9,81,33,0.0,0.0,43.6,17.3,2.2,1020.7,1015.8,0.181,6.02,13.100000000000001,26.3,13.25,22.1,48,5.699999999999999,0.9126372388463162,0,4.900000000000091,1.095700708032031,Mainly Clear 🌤
2000-04-24,2000,4,24,22.6,14.0,48324.88,45001.05,0,39,4.4,73,32,0.0,0.0,38.2,13.3,7.3,1021.2,1017.0,0.18,5.52,8.600000000000001,24.900000000000002,14.3,14.0,41,5.699999999999999,0.931219073901477,0,4.100000000000023,1.0738373029673092,Mainly Clear 🌤
2000-04-25,2000,4,25,26.5,12.2,48445.95,44761.5,0,83,9.8,94,36,0.0,0.0,35.3,12.2,6.4,1018.1,1013.4,0.18,5.27,14.3,23.099999999999998,13.0,13.200000000000001,58,3.1999999999999993,0.9239472030169705,0,4.600000000000023,1.0822887461602904,Cloudy ☁️
2000-04-26,2000,4,26,27.9,13.3,48565.6,44643.7,0,71,11.3,96,36,0.0,0.0,43.2,10.4,6.6,1015.8,1011.8,0.179,5.5,14.599999999999998,32.800000000000004,15.0,16.799999999999997,60,2.5999999999999996,0.9192453094371325,0,3.8999999999999773,1.0878245346032116,Partly Cloudy ⛅
2000-04-27,2000,4,27,23.3,14.6,48683.71,28800.0,18,100,12.0,92,49,0.0,0.0,49.3,11.9,8.7,1012.9,1007.5,0.179,3.62,8.700000000000001,37.4,18.65,19.900000000000002,43,1.5999999999999996,0.5915736495842244,0,5.2999999999999545,1.6903479045866463,Cloudy ☁️
2000-04-28,2000,4,28,22.4,15.7,48800.28,44130.16,1,99,9.8,86,49,0.0,0.0,52.9,24.5,5.4,1015.2,1007.5,0.179,4.66,6.699999999999999,28.4,17.6,24.4,37,3.5,0.9043013687626383,0,7.600000000000023,1.1058009805316695,Cloudy ☁️
2000-04-29,2000,4,29,23.2,13.9,48916.21,45208.96,0,78,5.4,80,31,0.0,0.0,38.2,7.9,1.8,1019.5,1014.1,0.178,5.49,9.299999999999999,30.300000000000004,11.25,18.9,49,6.6,0.9242122396645202,0,5.399999999999977,1.0819786171011874,Partly Cloudy ⛅
2000-04-30,2000,4,30,22.6,11.4,49031.59,45359.84,0,26,8.2,97,41,0.0,0.0,37.8,6.1,1.6,1019.2,1014.8,0.178,4.84,11.200000000000001,31.699999999999996,10.55,17.9,56,3.9000000000000004,0.9251146046864889,0,4.400000000000091,1.0809233250530634,Mainly Clear 🌤
2000-05-01,2000,5,1,22.3,12.0,49146.33,45185.97,0,99,6.9,95,37,0.0,0.0,33.1,9.0,3.3,1015.0,1010.4,0.177,4.77,10.3,24.1,10.450000000000001,14.3,58,5.199999999999999,0.9194169737597904,0,4.5,1.0876217192699578,Cloudy ☁️
2000-05-02,2000,5,2,22.8,11.6,49260.33,45517.52,0,40,8.5,97,40,0.0,0.0,33.5,6.5,1.9,1016.4,1012.0,0.177,4.79,11.200000000000001,27.0,10.1,16.400000000000002,57,4.6,0.9240197944268744,0,4.399999999999977,1.0822041226296462,Mainly Clear 🌤
2000-05-03,2000,5,3,25.7,12.0,49373.49,45546.34,0,17,8.1,89,34,0.0,0.0,32.8,7.6,3.9,1018.3,1015.0,0.177,5.27,13.7,25.199999999999996,11.1,14.4,55,5.0,0.9224857307028529,0,3.199999999999932,1.0840038079062355,Clear Sky ☀️
2000-05-04,2000,5,4,25.1,14.4,49485.72,45561.91,0,9,11.4,94,42,0.0,0.0,38.9,6.1,3.3,1018.8,1015.9,0.176,5.17,10.700000000000001,32.8,11.9,17.2,52,3.6999999999999993,0.9207082366387718,0,2.8999999999999773,1.0860965640693274,Clear Sky ☀️
2000-05-05,2000,5,5,26.0,15.0,49596.91,44711.31,0,71,9.6,97,37,0.0,0.0,45.7,12.6,8.3,1017.5,1011.9,0.176,5.48,11.0,33.1,16.950000000000003,17.3,60,5.9,0.9014938632265598,0,5.5,1.1092450826181874,Partly Cloudy ⛅
2000-05-06,2000,5,6,26.0,15.5,49706.97,45591.37,0,84,13.5,93,46,0.0,0.0,50.0,11.9,9.6,1013.7,1010.4,0.176,4.97,10.5,38.1,19.85,20.5,47,2.0,0.9172027584863853,0,3.2999999999999545,1.0902475567732057,Cloudy ☁️
2000-05-07,2000,5,7,27.1,17.1,49815.78,44574.26,3,100,14.0,87,46,0.0,0.0,42.5,14.0,9.6,1015.1,1010.8,0.176,4.87,10.0,28.5,16.95,14.700000000000001,41,2.1999999999999993,0.8947819345596918,0,4.300000000000068,1.1175656631054984,Cloudy ☁️
2000-05-08,2000,5,8,29.3,16.6,49923.23,44279.81,2,83,15.1,95,42,0.0,0.0,38.5,10.8,2.5,1016.5,1013.6,0.175,5.49,12.7,27.7,12.3,19.6,53,1.0999999999999996,0.8869580353675032,0,2.800000000000068,1.1274235950065052,Cloudy ☁️
2000-05-09,2000,5,9,26.7,16.8,50029.23,44429.81,18,100,14.3,91,47,0.0,0.0,42.5,13.0,7.2,1016.3,1012.4,0.175,5.05,9.899999999999999,29.5,15.75,17.1,44,1.5,0.8880770301681636,0,3.8999999999999773,1.1260031046024146,Cloudy ☁️
2000-05-10,2000,5,10,29.3,19.1,50133.67,33625.68,18,100,15.4,81,43,0.3,1.0,44.6,14.0,6.2,1015.3,1012.4,0.175,5.32,10.2,30.6,14.2,16.0,38,1.299999999999999,0.6707204958264575,1,2.7999999999999545,1.4908896745084557,Light Drizzle 🌦
2000-05-11,2000,5,11,27.9,18.6,50236.42,39475.44,18,100,14.8,88,47,0.1,1.0,40.3,8.6,5.4,1018.9,1014.1,0.174,4.53,9.299999999999997,31.699999999999996,10.8,10.799999999999999,41,1.8000000000000007,0.7857932551722436,1,4.7999999999999545,1.272567131180015,Light Drizzle 🌦
2000-05-12,2000,5,12,27.1,17.6,50337.37,43289.67,18,100,13.7,91,45,1.4,5.0,37.8,11.5,5.2,1018.4,1015.1,0.174,4.96,9.5,26.299999999999997,11.7,13.0,46,2.6999999999999993,0.8599906987591921,1,3.2999999999999545,1.162776413485862,Moderate Drizzle 🌧
2000-05-13,2000,5,13,28.6,16.2,50436.41,36000.0,18,100,13.0,96,39,0.7,3.0,31.3,7.2,2.1,1018.4,1014.9,0.175,4.89,12.400000000000002,24.1,10.9,17.599999999999998,57,2.9000000000000004,0.7137700720570714,1,3.5,1.4009724729868616,Light Drizzle 🌦
2000-05-14,2000,5,14,26.8,16.4,50533.41,45059.69,2,99,13.7,95,45,0.0,0.0,31.0,9.7,4.7,1018.1,1016.0,0.174,5.29,10.400000000000002,21.3,10.0,10.600000000000001,50,2.200000000000001,0.8916811669744829,0,2.1000000000000227,1.1214522014642918,Cloudy ☁️
2000-05-15,2000,5,15,26.0,16.7,50628.27,46014.07,0,39,15.0,96,52,0.5,1.0,27.7,6.1,1.6,1019.1,1016.7,0.173,4.79,9.3,21.6,8.200000000000001,13.200000000000001,44,1.6999999999999993,0.9088611955336416,1,2.300000000000068,1.100254112402741,Moderate Drizzle 🌧
2000-05-16,2000,5,16,26.6,15.0,50720.84,45547.25,0,100,11.3,97,39,0.0,0.0,32.4,6.1,3.1,1019.1,1016.2,0.173,5.31,11.600000000000001,26.299999999999997,10.3,14.4,58,5.5,0.8979987318822007,0,2.900000000000091,1.1135628701431997,Cloudy ☁️
2000-05-17,2000,5,17,27.2,15.7,50811.03,39208.31,6,100,10.2,97,36,0.0,0.0,41.0,6.8,4.6,1018.1,1013.7,0.173,5.5,11.5,34.2,13.8,18.4,61,6.800000000000001,0.7716495808095211,0,4.300000000000068,1.2958919705549525,Cloudy ☁️
2000-05-18,2000,5,18,28.4,17.0,50898.81,44085.23,0,100,13.6,92,41,0.0,0.0,38.2,12.6,7.4,1015.0,1010.8,0.172,5.63,11.399999999999999,25.6,14.399999999999999,13.999999999999998,51,2.9000000000000004,0.8661347878270632,0,4.100000000000023,1.154528522851693,Cloudy ☁️
2000-05-19,2000,5,19,26.4,16.9,50984.9,45568.91,0,36,13.0,96,44,0.0,0.0,31.3,8.3,4.7,1013.9,1012.1,0.172,5.27,9.5,23.0,9.85,10.3,52,3.8000000000000007,0.8937726660246466,0,1.7999999999999545,1.11882819167297,Mainly Clear 🌤
2000-05-20,2000,5,20,29.1,15.7,51069.39,46460.45,0,73,12.3,94,37,0.0,0.0,32.4,6.1,1.6,1013.6,1010.5,0.171,5.83,13.400000000000002,26.299999999999997,9.25,15.299999999999999,57,3.299999999999999,0.9097514186090728,0,3.0,1.0991777053880152,Partly Cloudy ⛅
2000-05-21,2000,5,21,33.5,20.1,51152.19,35784.83,5,100,11.7,73,28,0.0,0.0,39.2,11.9,4.3,1012.7,1009.5,0.171,6.27,13.399999999999999,27.300000000000004,9.15,9.7,45,5.5,0.6995757170905097,0,3.099999999999909,1.429397892964897,Cloudy ☁️
2000-05-22,2000,5,22,28.6,20.3,51233.21,42856.06,12,100,15.8,83,47,0.2,2.0,36.0,10.4,5.4,1017.1,1011.4,0.171,5.44,8.3,25.6,13.05,15.299999999999999,36,1.5999999999999979,0.8364898471128395,1,5.7000000000000455,1.195443877858164,Light Drizzle 🌦
2000-05-23,2000,5,23,27.6,19.7,51312.38,40286.77,18,100,13.8,87,43,0.0,0.0,31.3,11.2,1.9,1018.4,1016.0,0.17,4.93,7.900000000000002,20.1,9.799999999999999,15.799999999999999,44,3.6999999999999993,0.7851276826372116,0,2.3999999999999773,1.2736465681768934,Cloudy ☁️
2000-05-24,2000,5,24,24.8,18.9,51389.61,39411.06,18,100,16.0,92,62,1.9,5.0,31.7,6.1,1.6,1018.2,1014.4,0.174,3.24,5.900000000000002,25.6,10.55,17.9,30,1.5,0.766907162751381,1,3.7999999999999545,1.3039057080497696,Heavy Drizzle 🌧
2000-05-25,2000,5,25,25.6,17.2,51464.81,36441.66,18,100,16.5,96,59,1.9,5.0,39.2,6.1,1.6,1015.7,1012.5,0.175,3.81,8.400000000000002,33.1,9.850000000000001,16.5,37,1.8000000000000007,0.7080888863672091,1,3.199999999999932,1.412213323615784,Moderate Drizzle 🌧
2000-05-26,2000,5,26,24.6,18.3,51537.9,37753.16,18,100,15.6,97,63,1.9,5.0,40.3,14.8,6.5,1014.3,1010.9,0.179,3.65,6.300000000000001,25.499999999999996,14.7,16.4,34,3.200000000000001,0.7325319813186024,1,3.3999999999999773,1.3650919527808325,Light Rain 🌦
2000-05-27,2000,5,27,22.2,17.8,51608.78,38658.36,18,100,14.3,87,61,0.5,5.0,42.5,16.9,10.4,1015.8,1012.7,0.182,3.66,4.399999999999999,25.6,17.1,13.4,26,2.3000000000000007,0.7490655659754019,1,3.1000000000000227,1.3349620893879257,Light Drizzle 🌦
2000-05-28,2000,5,28,25.0,17.3,51677.37,46853.012,0,32,14.3,94,52,0.0,0.0,35.6,10.4,4.7,1018.8,1015.8,0.18,4.64,7.699999999999999,25.200000000000003,12.15,14.900000000000002,42,2.6999999999999993,0.9066446686431604,0,3.0,1.1029443967359722,Mainly Clear 🌤
2000-05-29,2000,5,29,28.7,15.6,51743.58,46699.59,0,78,12.0,97,36,0.0,0.0,28.4,8.3,4.3,1019.6,1017.0,0.179,5.59,13.1,20.099999999999998,9.55,10.5,61,5.899999999999999,0.9025195009699754,0,2.6000000000000227,1.1079855736297979,Partly Cloudy ⛅
2000-05-30,2000,5,30,29.3,16.7,51807.31,46853.012,0,9,12.1,97,36,0.0,0.0,28.8,6.1,2.2,1020.3,1017.8,0.176,5.95,12.600000000000001,22.700000000000003,8.1,11.8,61,5.4,0.9043706766477551,0,2.3999999999999773,1.1057176917955285,Clear Sky ☀️
2000-05-31,2000,5,31,29.7,17.7,51868.49,46853.012,0,43,12.1,85,35,0.0,0.0,32.8,6.5,4.4,1019.8,1017.3,0.174,6.03,12.0,26.299999999999997,10.350000000000001,11.9,50,5.000000000000002,0.9033039519754673,0,2.3999999999999773,1.1070234497741622,Mainly Clear 🌤
2000-06-01,2000,6,1,29.9,18.6,51927.02,46853.012,0,9,11.2,85,32,0.0,0.0,38.2,8.3,6.1,1020.1,1018.2,0.173,6.74,11.299999999999997,29.900000000000002,13.899999999999999,15.6,53,5.199999999999999,0.9022857849343175,0,1.900000000000091,1.1082726490956631,Clear Sky ☀️
2000-06-02,2000,6,2,27.2,17.3,51982.8,46853.012,0,10,14.6,90,47,0.0,0.0,31.7,10.4,7.1,1020.0,1018.1,0.172,5.56,9.899999999999999,21.299999999999997,12.05,9.9,43,2.5999999999999996,0.9013175896642736,0,1.8999999999999773,1.1094631554710832,Clear Sky ☀️
2000-06-03,2000,6,3,28.2,17.5,51987.925,46853.012,0,29,12.9,97,39,0.0,0.0,41.0,6.1,1.9,1019.7,1017.5,0.17,6.07,10.7,34.9,12.0,20.200000000000003,58,4.700000000000001,0.9012287372500442,0,2.199999999999932,1.109572537779689,Mainly Clear 🌤
2000-06-04,2000,6,4,28.6,16.8,51987.925,46853.012,0,81,12.9,97,38,0.0,0.0,42.5,9.7,6.2,1019.1,1017.0,0.17,6.03,11.8,32.8,14.85,17.3,59,4.499999999999998,0.9012287372500442,0,2.1000000000000227,1.109572537779689,Cloudy ☁️
2000-06-05,2000,6,5,29.6,17.5,51987.925,46853.012,0,31,12.6,97,36,0.0,0.0,42.1,13.3,8.0,1019.1,1015.7,0.169,6.49,12.100000000000001,28.8,15.25,14.5,61,5.1,0.9012287372500442,0,3.400000000000091,1.109572537779689,Mainly Clear 🌤
2000-06-06,2000,6,6,31.1,17.6,51987.925,43997.65,0,100,11.9,95,31,0.0,0.0,36.7,14.4,9.7,1016.6,1012.3,0.169,6.37,13.5,22.300000000000004,13.4,7.400000000000002,64,6.4,0.8463051756730048,0,4.2000000000000455,1.18158000302282,Cloudy ☁️
2000-06-07,2000,6,7,26.6,19.2,51987.925,39141.09,4,99,11.9,84,42,1.9,5.0,42.8,16.2,8.9,1017.1,1014.2,0.171,4.9,7.400000000000002,26.599999999999998,15.899999999999999,13.999999999999998,42,6.4,0.7528880985344192,1,2.900000000000091,1.328184698364344,Light Rain 🌦
2000-06-08,2000,6,8,25.5,17.3,51987.925,46853.012,2,97,11.3,82,43,0.2,2.0,34.9,6.8,4.6,1017.8,1015.6,0.171,4.67,8.2,28.099999999999998,11.75,14.299999999999999,39,4.899999999999999,0.9012287372500442,1,2.199999999999932,1.109572537779689,Light Drizzle 🌦
2000-06-09,2000,6,9,29.1,17.0,51987.925,46853.012,0,90,14.3,93,41,0.0,0.0,46.4,6.1,1.6,1017.4,1013.8,0.17,5.89,12.100000000000001,40.3,13.75,24.299999999999997,52,2.8000000000000007,0.9012287372500442,0,3.6000000000000227,1.109572537779689,Cloudy ☁️
2000-06-10,2000,6,10,31.4,19.1,51987.925,46853.012,0,98,14.0,91,40,0.0,0.0,53.3,20.2,9.8,1015.3,1011.2,0.169,6.24,12.299999999999997,33.099999999999994,19.950000000000003,20.3,51,4.600000000000001,0.9012287372500442,0,4.0,1.109572537779689,Cloudy ☁️
2000-06-11,2000,6,11,26.5,18.6,51987.925,45353.29,0,76,10.7,73,39,0.0,0.0,49.7,24.5,13.6,1018.3,1013.6,0.168,6.56,7.899999999999999,25.200000000000003,21.0,14.799999999999999,34,3.0,0.8723812308338907,0,4.600000000000023,1.146262569648869,Partly Cloudy ⛅
2000-06-12,2000,6,12,26.9,17.3,51987.925,46700.68,0,73,11.0,81,37,0.0,0.0,33.5,12.6,6.5,1022.8,1018.0,0.168,5.69,9.599999999999998,20.9,12.65,12.3,44,5.399999999999999,0.8982985952988122,0,4.7999999999999545,1.1131917524166155,Partly Cloudy ⛅
2000-06-13,2000,6,13,26.2,18.3,51987.925,46853.012,0,9,13.9,90,47,0.0,0.0,41.4,13.3,8.3,1022.6,1020.9,0.167,5.61,7.899999999999999,28.099999999999998,16.0,15.399999999999999,43,3.9000000000000004,0.9012287372500442,0,1.7000000000000455,1.109572537779689,Clear Sky ☀️
2000-06-14,2000,6,14,27.0,18.6,51987.925,46853.012,0,41,15.2,95,49,0.0,0.0,39.6,18.7,11.1,1021.4,1019.5,0.167,5.39,8.399999999999999,20.900000000000002,16.1,10.000000000000002,46,3.3000000000000007,0.9012287372500442,0,1.8999999999999773,1.109572537779689,Mainly Clear 🌤
2000-06-15,2000,6,15,27.3,18.5,51987.925,46853.012,0,67,13.2,93,42,0.2,1.0,41.4,24.5,13.6,1020.5,1017.5,0.166,6.06,8.8,16.9,18.3,9.4,51,5.300000000000001,0.9012287372500442,1,3.0,1.109572537779689,Light Drizzle 🌦
2000-06-16,2000,6,16,27.9,18.4,51987.925,46853.012,0,80,11.8,84,37,0.0,0.0,38.5,17.6,11.2,1019.3,1016.0,0.166,6.0,9.5,20.9,16.2,10.0,47,5.399999999999999,0.9012287372500442,0,3.2999999999999545,1.109572537779689,Cloudy ☁️
2000-06-17,2000,6,17,29.5,18.5,51987.925,46853.012,0,9,13.7,80,39,0.0,0.0,36.7,17.3,10.0,1020.8,1017.3,0.166,6.41,11.0,19.400000000000002,14.55,9.100000000000001,41,3.6999999999999993,0.9012287372500442,0,3.5,1.109572537779689,Clear Sky ☀️
2000-06-18,2000,6,18,28.7,19.2,51987.925,46853.012,0,9,12.7,91,37,0.0,0.0,37.4,15.1,8.4,1022.8,1020.9,0.165,6.25,9.5,22.299999999999997,14.3,11.799999999999999,54,5.5,0.9012287372500442,0,1.8999999999999773,1.109572537779689,Clear Sky ☀️
2000-06-19,2000,6,19,29.5,18.0,51987.925,46853.012,0,33,14.9,97,41,0.0,0.0,47.2,8.3,4.5,1021.7,1018.2,0.165,5.75,11.5,38.900000000000006,15.65,22.3,56,3.5999999999999996,0.9012287372500442,0,3.3999999999999773,1.109572537779689,Mainly Clear 🌤
2000-06-20,2000,6,20,28.4,19.7,51987.925,46853.012,0,9,12.5,80,39,0.0,0.0,41.0,12.6,7.4,1020.6,1018.7,0.165,6.47,8.7,28.4,14.600000000000001,14.4,41,5.0,0.9012287372500442,0,1.900000000000091,1.109572537779689,Clear Sky ☀️
2000-06-21,2000,6,21,29.8,17.7,51987.925,46853.012,0,12,13.2,96,36,0.0,0.0,39.6,9.7,7.1,1020.1,1018.2,0.164,6.44,12.100000000000001,29.900000000000002,14.100000000000001,14.000000000000002,60,4.699999999999999,0.9012287372500442,0,1.900000000000091,1.109572537779689,Clear Sky ☀️
2000-06-22,2000,6,22,30.5,17.2,51987.925,46853.012,0,29,11.4,97,31,0.0,0.0,36.7,8.6,5.8,1020.9,1018.7,0.164,6.58,13.3,28.1,12.3,13.0,66,6.200000000000001,0.9012287372500442,0,2.2000000000000455,1.109572537779689,Mainly Clear 🌤
2000-06-23,2000,6,23,32.3,16.6,51987.925,46853.012,0,52,9.4,97,28,0.0,0.0,31.0,10.8,6.4,1020.6,1017.3,0.164,6.77,15.699999999999996,20.2,11.100000000000001,9.4,69,8.299999999999999,0.9012287372500442,0,3.2000000000000455,1.109572537779689,Partly Cloudy ⛅
2000-06-24,2000,6,24,31.9,18.4,51987.925,46853.012,0,19,12.8,85,34,0.0,0.0,33.5,10.8,2.9,1018.4,1015.9,0.164,6.43,13.5,22.7,9.899999999999999,13.999999999999998,51,4.5,0.9012287372500442,0,2.3999999999999773,1.109572537779689,Clear Sky ☀️
2000-06-25,2000,6,25,31.4,20.0,51987.925,46853.012,0,15,14.2,87,36,0.0,0.0,32.8,6.1,1.6,1017.2,1015.3,0.163,6.37,11.399999999999999,26.699999999999996,9.65,16.099999999999998,51,4.199999999999999,0.9012287372500442,0,1.7999999999999545,1.109572537779689,Clear Sky ☀️
2000-06-26,2000,6,26,31.8,19.6,51987.925,46853.012,0,9,13.2,93,33,0.0,0.0,32.4,6.1,1.6,1018.5,1016.1,0.163,6.48,12.2,26.299999999999997,9.65,16.099999999999998,60,5.900000000000002,0.9012287372500442,0,2.300000000000068,1.109572537779689,Clear Sky ☀️
2000-06-27,2000,6,27,33.1,20.2,51987.925,46853.012,0,59,12.8,82,29,0.0,0.0,29.5,6.1,1.6,1018.5,1016.1,0.163,6.58,12.900000000000002,23.4,9.100000000000001,15.000000000000002,53,5.300000000000001,0.9012287372500442,0,2.400000000000091,1.109572537779689,Partly Cloudy ⛅
2000-06-28,2000,6,28,33.5,21.4,51987.925,46853.012,0,9,16.3,84,33,0.0,0.0,31.0,7.6,2.4,1017.9,1012.2,0.162,6.77,12.100000000000001,23.4,10.0,15.200000000000001,51,2.3000000000000007,0.9012287372500442,0,5.600000000000023,1.109572537779689,Clear Sky ☀️
