date,year,month,day,temperature_2m_max (°C),temperature_2m_min (°C),daylight_duration (s),sunshine_duration (s),cloud_cover_min (%),cloud_cover_max (%),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),rain_sum (mm),precipitation_hours (h),wind_gusts_10m_max (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),pressure_msl_max (hPa),pressure_msl_min (hPa),soil_moisture_0_to_100cm_mean (m³/m³),et0_fao_evapotranspiration_sum (mm),temp_range,wind_gust_range,avg_wind_speed,wind_variability,humidity_range,dew_point_range,sunshine_ratio,rain_today,pressure_range,daylight_to_sunshine_ratio,weather_condition
2013-04-28,2013,4,28,26.8,15.2,48781.86,43200.0,0,100,12.0,94,52,0.0,0.0,51.1,7.2,4.8,1012.7,1007.5,0.159,5.51,11.600000000000001,43.9,17.45,25.3,42,4.100000000000001,0.8855750887727528,0,5.199999999999932,1.12918358371334,Cloudy ☁️
2013-04-29,2013,4,29,26.6,19.3,48900.63,30788.53,18,100,10.6,73,39,0.0,0.0,47.9,24.5,13.6,1012.7,1007.5,0.158,6.1,7.300000000000001,23.4,20.9,14.6,34,2.8000000000000007,0.6296141787948335,0,5.199999999999932,1.5882226847892773,Cloudy ☁️
2013-04-30,2013,4,30,27.0,16.7,49018.39,45358.49,0,70,11.0,81,40,0.0,0.0,38.5,11.2,1.6,1013.2,1009.4,0.158,5.69,10.3,27.3,11.8,20.4,41,3.8000000000000007,0.9253361850521814,0,3.7999999999999545,1.0806644871888993,Partly Cloudy ⛅
2013-05-01,2013,5,1,25.3,16.0,49135.03,33007.52,1,100,13.5,90,48,0.0,0.0,53.3,14.0,4.6,1014.6,1011.5,0.157,3.87,9.3,39.3,11.649999999999999,14.1,42,1.1999999999999993,0.6717716464200795,0,3.1000000000000227,1.488555984939646,Cloudy ☁️
2013-05-02,2013,5,2,25.2,15.3,49250.45,44134.57,2,54,13.5,95,50,0.4,2.0,53.3,12.6,5.2,1013.8,1010.6,0.156,4.77,9.899999999999999,40.699999999999996,12.1,13.8,45,1.4000000000000004,0.8961252130691192,1,3.099999999999909,1.115890199220266,Light Drizzle 🌦
2013-05-03,2013,5,3,24.2,15.8,49364.53,45121.94,0,47,12.8,91,50,0.0,0.0,40.3,12.2,6.6,1012.7,1010.3,0.156,4.91,8.399999999999999,28.099999999999998,15.5,17.799999999999997,41,2.5,0.91405590208192,0,2.3999999999999773,1.0940007455187981,Mainly Clear 🌤
2013-05-04,2013,5,4,23.6,16.2,49477.17,45607.68,0,47,13.4,94,53,0.0,0.0,49.0,24.5,13.6,1013.4,1009.9,0.156,4.92,7.400000000000002,24.5,20.4,13.6,41,2.0,0.9217924145621103,0,3.5,1.0848191616157274,Mainly Clear 🌤
2013-05-05,2013,5,5,24.1,15.8,49588.25,45143.06,0,58,9.8,89,46,0.0,0.0,53.3,24.5,13.6,1019.1,1012.7,0.155,5.39,8.3,28.799999999999997,21.85,16.5,43,4.899999999999999,0.9103579981144726,0,6.399999999999977,1.098444623722368,Partly Cloudy ⛅
2013-05-06,2013,5,6,25.2,14.3,49697.66,45700.73,0,9,5.6,74,29,0.0,0.0,37.8,18.7,7.4,1021.8,1018.2,0.155,5.92,10.899999999999999,19.099999999999998,14.05,13.299999999999999,45,5.5,0.9195750866338576,0,3.5,1.087434983314636,Clear Sky ☀️
2013-05-07,2013,5,7,26.9,14.0,49805.28,45746.82,0,91,6.7,79,29,0.0,0.0,30.6,12.6,1.6,1021.6,1016.6,0.155,5.78,12.899999999999999,18.0,9.55,15.9,50,5.8,0.9185134588140053,0,4.899999999999977,1.0886918764653704,Cloudy ☁️
2013-05-08,2013,5,8,29.4,17.5,49910.98,43910.61,0,100,7.1,73,28,0.0,0.0,35.6,10.1,1.6,1018.0,1013.2,0.155,5.74,11.899999999999999,25.5,8.9,14.6,45,6.4,0.8797785577442078,0,4.600000000000023,1.1366237767187313,Cloudy ☁️
2013-05-09,2013,5,9,26.8,15.5,50014.66,45838.0,1,91,10.0,84,35,0.0,0.0,37.8,6.1,1.6,1017.1,1014.4,0.155,5.52,11.3,31.699999999999996,10.600000000000001,18.0,49,3.5999999999999996,0.9164912847553097,0,2.800000000000068,1.0910940465542442,Cloudy ☁️
2013-05-10,2013,5,10,29.2,15.9,50116.31,45883.17,0,96,10.4,83,34,0.0,0.0,34.2,6.1,2.1,1016.6,1013.5,0.155,5.92,13.299999999999999,28.1,10.55,16.9,49,3.1999999999999993,0.9155336855406953,0,3.1000000000000227,1.0922352959637278,Cloudy ☁️
2013-05-11,2013,5,11,27.0,18.5,50216.74,45042.09,0,60,9.9,73,37,0.0,0.0,41.0,9.4,5.8,1017.2,1014.7,0.154,6.1,8.5,31.6,14.0,16.4,36,3.799999999999999,0.8969536851655444,0,2.5,1.1148600151543777,Partly Cloudy ⛅
2013-05-12,2013,5,12,26.3,16.6,50316.04,45973.77,0,86,6.9,73,31,0.0,0.0,44.3,24.5,12.6,1019.1,1015.4,0.154,6.77,9.7,19.799999999999997,18.5,11.799999999999999,42,4.299999999999999,0.9137000845058553,0,3.6000000000000227,1.0944272260633388,Cloudy ☁️
2013-05-13,2013,5,13,26.2,14.9,50414.1,46077.65,0,11,6.1,73,28,0.0,0.0,40.7,11.9,4.7,1019.7,1016.9,0.154,6.5,11.299999999999999,28.800000000000004,13.5,17.6,45,5.700000000000001,0.9139833895676012,0,2.7000000000000455,1.0940880429439663,Clear Sky ☀️
2013-05-14,2013,5,14,26.9,13.7,50510.85,43105.38,0,100,10.2,80,41,0.0,0.0,40.7,7.6,1.6,1018.8,1009.3,0.154,5.32,13.2,33.1,12.100000000000001,21.0,39,4.300000000000001,0.8533885293951695,0,9.399999999999977,1.1717720207542364,Cloudy ☁️
2013-05-15,2013,5,15,26.8,18.3,50606.19,29610.15,18,100,13.4,81,43,0.4,3.0,47.2,20.2,4.3,1012.7,1007.5,0.154,4.89,8.5,27.000000000000004,14.6,20.599999999999998,38,2.299999999999999,0.5851092524452048,1,5.199999999999932,1.7090248099111314,Light Drizzle 🌦
2013-05-16,2013,5,16,25.9,18.2,50700.02,45704.91,0,100,13.1,77,47,0.0,0.0,53.3,24.5,13.6,1012.7,1007.5,0.154,5.71,7.699999999999999,28.799999999999997,21.85,16.5,30,1.5999999999999996,0.9014771591806079,0,5.199999999999932,1.1092661758621587,Cloudy ☁️
2013-05-17,2013,5,17,24.8,15.8,50792.24,46234.96,0,22,10.4,80,42,0.0,0.0,39.6,15.1,7.4,1012.9,1007.5,0.154,5.55,9.0,24.5,14.850000000000001,14.9,38,3.4000000000000004,0.9102760579175087,0,5.399999999999977,1.0985440769478994,Mainly Clear 🌤
2013-05-18,2013,5,18,30.7,14.9,50882.75,43336.05,1,99,11.0,93,33,0.0,0.0,53.3,8.3,5.4,1013.7,1007.5,0.154,6.13,15.799999999999999,45.0,17.75,24.700000000000003,60,3.5999999999999996,0.8516845099763672,0,6.199999999999932,1.1741166046142966,Cloudy ☁️
2013-05-19,2013,5,19,24.0,16.2,50971.46,46419.52,0,9,8.3,73,39,0.0,0.0,46.8,15.8,9.5,1020.6,1013.7,0.154,6.2,7.800000000000001,30.999999999999996,17.55,16.1,34,3.6999999999999993,0.9106962994585597,0,6.800000000000068,1.0980372473207969,Clear Sky ☀️
2013-05-20,2013,5,20,24.8,15.1,51058.26,45374.55,0,98,7.3,90,33,1.0,3.0,38.2,15.5,9.0,1020.0,1014.6,0.154,5.6,9.700000000000001,22.700000000000003,15.0,12.0,57,8.600000000000001,0.8886818704750221,1,5.2999999999999545,1.1252372698512745,Moderate Drizzle 🌧
2013-05-21,2013,5,21,30.4,17.5,51143.05,40833.69,18,100,14.7,96,40,1.9,4.0,46.1,18.7,11.2,1014.3,1007.5,0.157,5.29,12.899999999999999,27.400000000000002,17.6,12.8,56,2.1000000000000014,0.7984210953394449,1,6.7999999999999545,1.2524412454214786,Light Rain 🌦
2013-05-22,2013,5,22,28.1,17.7,51225.72,46649.38,0,64,4.9,74,28,0.0,0.0,53.3,24.5,11.1,1012.7,1007.5,0.156,6.77,10.400000000000002,28.799999999999997,20.6,19.0,46,10.9,0.9106632371394682,0,5.199999999999932,1.0980772289529046,Partly Cloudy ⛅
2013-05-23,2013,5,23,27.0,15.8,51306.17,46803.26,0,75,5.4,73,28,0.0,0.0,44.3,19.8,8.2,1015.6,1010.1,0.154,6.62,11.2,24.499999999999996,16.4,16.400000000000002,45,5.4,0.9122345324158869,0,5.5,1.0961859027362038,Partly Cloudy ⛅
2013-05-24,2013,5,24,27.8,14.5,51384.28,46616.68,0,85,6.0,81,29,0.0,0.0,41.0,7.6,1.6,1015.9,1012.0,0.154,5.89,13.3,33.4,12.4,21.599999999999998,52,9.4,0.9072167596782518,0,3.8999999999999773,1.102248760556081,Cloudy ☁️
2013-05-25,2013,5,25,23.9,16.7,51459.96,46454.88,0,49,10.4,89,43,0.0,0.0,36.0,19.4,8.8,1017.3,1013.7,0.153,5.39,7.199999999999999,16.6,13.75,9.899999999999999,46,5.199999999999999,0.9027383620197139,0,3.5,1.107716827234787,Mainly Clear 🌤
2013-05-26,2013,5,26,22.9,15.1,51533.1,45897.12,0,90,8.6,75,40,0.0,0.0,37.1,16.6,9.1,1019.3,1017.0,0.153,5.5,7.799999999999999,20.5,14.7,11.200000000000001,35,2.4000000000000004,0.8906337868282717,0,2.3999999999999773,1.1227714773502704,Cloudy ☁️
2013-05-27,2013,5,27,25.2,14.6,51603.58,46853.012,0,96,6.5,83,31,0.0,0.0,43.9,6.1,1.9,1017.6,1008.8,0.153,5.85,10.6,37.8,12.0,20.200000000000003,52,6.5,0.9079411157132897,0,8.700000000000045,1.1013695049209447,Cloudy ☁️
2013-05-28,2013,5,28,25.1,16.5,51671.29,46853.012,0,53,10.3,89,40,0.0,0.0,53.3,12.6,2.9,1012.7,1007.5,0.153,6.01,8.600000000000001,40.699999999999996,16.5,27.200000000000003,49,4.6,0.9067513507017146,0,5.199999999999932,1.102814631967909,Partly Cloudy ⛅
2013-05-29,2013,5,29,27.1,15.6,51736.13,46853.012,0,63,8.9,79,34,0.0,0.0,42.8,10.8,2.9,1012.7,1007.5,0.153,5.86,11.500000000000002,31.999999999999996,13.149999999999999,20.5,45,5.6,0.9056149348627353,0,5.099999999999909,1.1041985049220544,Partly Cloudy ⛅
2013-05-30,2013,5,30,23.1,15.3,51798.07,29362.0,8,100,9.7,87,43,1.9,5.0,31.7,9.4,3.6,1014.7,1011.1,0.154,3.31,7.800000000000001,22.299999999999997,10.15,13.1,44,4.600000000000001,0.5668550971107611,1,3.5,1.7640591901372475,Light Rain 🌦
2013-05-31,2013,5,31,23.7,14.4,51857.63,46853.012,0,88,8.3,90,39,0.1,1.0,38.2,13.0,2.3,1014.6,1011.1,0.155,4.72,9.299999999999999,25.200000000000003,12.200000000000001,19.8,51,4.799999999999999,0.9034931214558013,1,3.5,1.1067916659943655,Light Drizzle 🌦
2013-06-01,2013,6,1,24.5,14.9,51914.88,43514.89,0,78,8.7,87,37,0.1,1.0,37.4,7.9,3.8,1016.4,1011.8,0.155,5.47,9.6,29.5,13.700000000000001,19.8,50,4.0,0.8381968714942614,1,4.5,1.193009725872549,Light Drizzle 🌦
2013-06-02,2013,6,2,27.7,15.3,51969.76,46853.012,0,10,6.0,73,28,0.0,0.0,36.4,9.4,2.1,1018.2,1015.0,0.154,6.58,12.399999999999999,27.0,11.350000000000001,18.5,45,7.4,0.9015437439002989,0,3.2999999999999545,1.1091848441922114,Clear Sky ☀️
2013-06-03,2013,6,3,26.4,15.7,51987.925,46853.012,0,45,9.0,86,40,0.3,1.0,42.5,8.3,5.4,1018.0,1013.7,0.154,5.67,10.7,34.2,14.399999999999999,18.0,46,5.9,0.9012287372500442,1,4.2000000000000455,1.109572537779689,Light Drizzle 🌦
2013-06-04,2013,6,4,25.3,16.8,51987.925,46853.012,0,50,9.4,81,38,0.0,0.0,35.3,17.3,8.2,1017.2,1014.1,0.153,5.74,8.5,17.999999999999996,13.7,11.0,43,5.299999999999999,0.9012287372500442,0,3.0,1.109572537779689,Partly Cloudy ⛅
2013-06-05,2013,6,5,25.6,15.5,51987.925,45163.92,0,100,11.8,91,44,0.0,0.0,36.4,13.3,6.1,1017.0,1014.5,0.152,5.28,10.100000000000001,23.099999999999998,12.45,12.700000000000001,47,3.5999999999999996,0.8687386542163396,0,2.5,1.1510686833941033,Cloudy ☁️
2013-06-06,2013,6,6,26.8,17.7,51987.925,46853.012,0,96,13.9,90,47,0.0,0.0,48.2,12.2,6.4,1014.7,1008.9,0.152,5.69,9.100000000000001,36.0,16.55,20.299999999999997,43,2.200000000000001,0.9012287372500442,0,5.699999999999932,1.109572537779689,Cloudy ☁️
2013-06-07,2013,6,7,27.1,17.5,51987.925,46853.012,0,9,9.4,85,33,0.0,0.0,40.7,13.7,5.6,1018.0,1013.8,0.152,6.21,9.600000000000001,27.000000000000004,13.649999999999999,16.1,52,6.4,0.9012287372500442,0,4.100000000000023,1.109572537779689,Clear Sky ☀️
2013-06-08,2013,6,8,27.9,15.1,51987.925,46853.012,0,9,10.0,90,34,0.0,0.0,33.8,6.1,1.6,1017.8,1013.0,0.152,6.09,12.799999999999999,27.699999999999996,9.55,15.9,56,5.699999999999999,0.9012287372500442,0,4.699999999999932,1.109572537779689,Clear Sky ☀️
2013-06-09,2013,6,9,25.5,15.9,51987.925,46853.012,0,9,15.0,96,53,0.0,0.0,43.6,9.4,5.9,1013.6,1010.7,0.152,5.44,9.6,34.2,14.149999999999999,16.5,43,1.8999999999999986,0.9012287372500442,0,2.900000000000091,1.109572537779689,Clear Sky ☀️
2013-06-10,2013,6,10,26.7,17.6,51987.925,46853.012,0,63,11.1,87,40,0.0,0.0,42.8,16.6,9.0,1017.1,1012.9,0.152,6.37,9.099999999999998,26.199999999999996,16.55,15.100000000000001,47,5.4,0.9012287372500442,0,4.2000000000000455,1.109572537779689,Partly Cloudy ⛅
2013-06-11,2013,6,11,27.4,18.1,51987.925,46853.012,0,56,9.7,77,33,0.0,0.0,41.0,11.5,3.7,1018.8,1016.6,0.152,6.45,9.299999999999997,29.5,12.7,18.0,44,4.300000000000001,0.9012287372500442,0,2.199999999999932,1.109572537779689,Partly Cloudy ⛅
2013-06-12,2013,6,12,29.7,17.5,51987.925,46853.012,0,9,6.6,73,28,0.0,0.0,39.6,12.6,6.3,1018.8,1016.6,0.152,6.65,12.2,27.0,13.450000000000001,14.3,45,8.700000000000001,0.9012287372500442,0,2.1000000000000227,1.109572537779689,Clear Sky ☀️
2013-06-13,2013,6,13,28.8,18.5,51987.925,46853.012,0,9,10.7,74,32,0.0,0.0,35.6,11.9,6.6,1018.0,1016.0,0.152,6.69,10.3,23.700000000000003,12.55,11.9,42,4.9,0.9012287372500442,0,2.0,1.109572537779689,Clear Sky ☀️
2013-06-14,2013,6,14,28.5,16.8,51987.925,46853.012,0,9,7.3,86,28,0.0,0.0,32.0,9.0,5.4,1018.5,1016.7,0.152,6.55,11.7,23.0,10.75,10.700000000000001,58,8.0,0.9012287372500442,0,1.8000000000000682,1.109572537779689,Clear Sky ☀️
2013-06-15,2013,6,15,30.3,16.2,51987.925,46853.012,0,9,9.3,86,30,0.0,0.0,36.4,6.1,1.6,1018.6,1015.6,0.152,6.72,14.100000000000001,30.299999999999997,10.450000000000001,17.7,56,6.1,0.9012287372500442,0,2.800000000000068,1.109572537779689,Clear Sky ☀️
2013-06-16,2013,6,16,32.4,17.7,51987.925,46853.012,0,9,10.8,92,28,0.0,0.0,40.7,12.6,7.2,1017.8,1014.5,0.151,6.77,14.7,28.1,14.65,14.900000000000002,64,6.699999999999999,0.9012287372500442,0,3.199999999999932,1.109572537779689,Clear Sky ☀️
2013-06-17,2013,6,17,32.5,18.6,51987.925,46853.012,0,9,11.4,93,28,0.0,0.0,43.2,12.2,5.9,1016.7,1012.6,0.151,6.77,13.899999999999999,31.000000000000004,15.25,18.700000000000003,65,6.499999999999998,0.9012287372500442,0,4.0,1.109572537779689,Clear Sky ☀️
2013-06-18,2013,6,18,32.3,19.6,51987.925,46853.012,0,9,11.8,87,29,0.0,0.0,43.6,13.0,7.5,1014.5,1012.4,0.151,6.77,12.699999999999996,30.6,15.6,16.2,58,5.699999999999999,0.9012287372500442,0,2.0,1.109572537779689,Clear Sky ☀️
2013-06-19,2013,6,19,31.8,18.7,51987.925,46853.012,0,9,12.8,92,32,0.0,0.0,42.5,10.4,5.4,1015.4,1013.0,0.151,6.77,13.100000000000001,32.1,13.899999999999999,17.0,60,5.5,0.9012287372500442,0,2.3999999999999773,1.109572537779689,Clear Sky ☀️
2013-06-20,2013,6,20,31.8,18.6,51987.925,46853.012,0,9,15.7,96,38,0.0,0.0,38.2,7.9,5.0,1016.3,1014.0,0.151,6.63,13.2,30.300000000000004,12.6,15.2,58,3.6999999999999993,0.9012287372500442,0,2.3999999999999773,1.109572537779689,Clear Sky ☀️
2013-06-21,2013,6,21,30.8,19.8,51987.925,46853.012,0,9,15.4,93,40,0.0,0.0,33.8,9.4,5.5,1017.1,1014.6,0.151,6.36,11.0,24.4,11.45,11.899999999999999,53,3.700000000000001,0.9012287372500442,0,2.5,1.109572537779689,Clear Sky ☀️
2013-06-22,2013,6,22,30.0,20.0,51987.925,46853.012,0,99,14.4,96,39,0.0,0.0,45.7,10.4,5.6,1016.8,1015.2,0.151,6.38,10.0,35.300000000000004,15.850000000000001,20.5,57,5.200000000000001,0.9012287372500442,0,1.7000000000000455,1.109572537779689,Cloudy ☁️
2013-06-23,2013,6,23,29.9,21.0,51987.925,46853.012,0,98,14.2,74,39,0.0,0.0,44.6,24.5,13.6,1017.1,1015.2,0.151,6.77,8.899999999999999,20.1,18.9,10.6,35,2.6000000000000014,0.9012287372500442,0,1.8000000000000682,1.109572537779689,Cloudy ☁️
2013-06-24,2013,6,24,29.4,20.3,51987.925,46853.012,0,18,11.7,75,37,0.0,0.0,45.4,24.5,13.6,1019.4,1016.0,0.151,6.77,9.099999999999998,20.9,19.5,11.799999999999999,38,3.9000000000000004,0.9012287372500442,0,3.3999999999999773,1.109572537779689,Clear Sky ☀️
2013-06-25,2013,6,25,28.7,18.8,51987.925,46853.012,0,9,8.9,73,30,0.0,0.0,42.1,22.3,11.2,1019.5,1017.7,0.151,6.77,9.899999999999999,19.8,17.299999999999997,12.2,43,6.4,0.9012287372500442,0,1.8000000000000682,1.109572537779689,Clear Sky ☀️
2013-06-26,2013,6,26,28.2,18.3,51987.925,46853.012,0,27,9.3,73,33,0.0,0.0,33.5,17.3,8.5,1020.2,1017.8,0.151,6.54,9.899999999999999,16.2,13.65,10.3,40,6.5,0.9012287372500442,0,2.3999999999999773,1.109572537779689,Mainly Clear 🌤
2013-06-27,2013,6,27,26.7,18.1,51987.925,46853.012,0,9,11.4,83,40,0.0,0.0,36.7,16.9,9.7,1020.7,1018.3,0.15,6.44,8.599999999999998,19.800000000000004,14.6,9.8,43,5.1,0.9012287372500442,0,2.3999999999999773,1.109572537779689,Clear Sky ☀️
2013-06-28,2013,6,28,27.7,16.5,51987.925,46853.012,0,100,10.1,95,34,0.0,0.0,31.7,9.7,3.8,1020.7,1017.4,0.15,5.82,11.2,22.0,11.05,14.5,61,6.799999999999999,0.9012287372500442,0,3.2999999999999545,1.109572537779689,Cloudy ☁️
2013-06-29,2013,6,29,28.9,18.8,51987.925,46853.012,0,88,10.1,73,32,0.0,0.0,45.0,14.4,10.7,1020.7,1018.4,0.15,6.77,10.099999999999998,30.6,17.45,13.5,41,5.0,0.9012287372500442,0,2.199999999999932,1.109572537779689,Cloudy ☁️
2013-06-30,2013,6,30,27.6,19.0,51987.925,44771.58,0,82,12.5,77,40,0.0,0.0,39.2,11.5,4.8,1020.9,1018.0,0.15,5.5,8.600000000000001,27.700000000000003,13.200000000000001,16.8,37,4.699999999999999,0.8611919017733445,0,2.8999999999999773,1.1611554438006477,Cloudy ☁️
2013-07-01,2013,7,1,30.5,18.5,51987.925,46853.012,0,30,15.2,93,40,0.0,0.0,45.4,7.2,4.1,1019.6,1014.8,0.15,6.42,12.0,38.199999999999996,14.8,21.4,53,3.1999999999999993,0.9012287372500442,0,4.7000000000000455,1.109572537779689,Mainly Clear 🌤
2013-07-02,2013,7,2,32.4,20.6,51987.925,45225.56,0,61,16.2,91,38,0.0,0.0,42.8,16.9,10.8,1016.8,1014.1,0.15,6.71,11.799999999999997,25.9,16.75,11.899999999999999,53,2.900000000000002,0.8699243141556428,0,2.6000000000000227,1.1494998735256452,Partly Cloudy ⛅
2013-07-03,2013,7,3,33.4,20.6,51987.925,46287.29,0,58,16.2,94,36,0.0,0.0,39.2,9.0,6.6,1015.9,1013.0,0.15,6.73,12.799999999999997,30.200000000000003,13.649999999999999,14.1,58,3.6999999999999993,0.890346941140659,0,2.7999999999999545,1.1231334101994264,Partly Cloudy ⛅
2013-07-04,2013,7,4,30.0,21.6,51987.925,46853.012,0,49,16.4,87,45,0.0,0.0,33.1,9.7,3.1,1017.3,1014.4,0.15,5.87,8.399999999999999,23.400000000000002,10.75,15.299999999999999,42,3.3000000000000007,0.9012287372500442,0,2.7999999999999545,1.109572537779689,Mainly Clear 🌤
2013-07-05,2013,7,5,28.1,21.0,51987.925,46853.012,0,48,15.4,81,47,0.3,3.0,44.3,23.0,13.6,1019.3,1016.5,0.15,6.18,7.100000000000001,21.299999999999997,19.4,11.6,34,2.799999999999999,0.9012287372500442,1,2.7999999999999545,1.109572537779689,Light Drizzle 🌦
2013-07-06,2013,7,6,30.0,20.2,51987.925,46853.012,0,9,14.6,82,40,0.0,0.0,39.2,17.6,10.0,1019.3,1017.6,0.15,6.72,9.8,21.6,15.2,10.399999999999999,42,3.5000000000000018,0.9012287372500442,0,1.6000000000000227,1.109572537779689,Clear Sky ☀️
2013-07-07,2013,7,7,31.3,20.7,51987.925,46853.012,0,18,13.8,78,35,0.0,0.0,37.1,16.6,6.8,1018.9,1016.7,0.15,6.77,10.600000000000001,20.5,12.5,11.399999999999999,43,5.300000000000001,0.9012287372500442,0,2.1000000000000227,1.109572537779689,Clear Sky ☀️
2013-07-08,2013,7,8,32.2,20.3,51987.925,46853.012,0,38,13.9,86,34,0.0,0.0,34.9,9.4,3.3,1018.8,1016.6,0.15,6.05,11.900000000000002,25.5,10.65,14.7,52,5.200000000000001,0.9012287372500442,0,2.1000000000000227,1.109572537779689,Mainly Clear 🌤
2013-07-09,2013,7,9,30.5,19.7,51987.925,46249.99,0,90,17.0,96,45,0.0,0.0,33.8,6.8,3.4,1018.6,1014.9,0.15,5.84,10.8,26.999999999999996,10.2,13.6,51,2.8000000000000007,0.8896294668425407,0,3.6000000000000227,1.1240391827288454,Cloudy ☁️
2013-07-10,2013,7,10,30.9,20.4,51950.2,44932.92,1,66,16.0,97,41,0.0,0.0,34.2,6.1,1.8,1015.2,1011.7,0.15,5.78,10.5,28.1,10.25,16.9,56,4.300000000000001,0.8649229454362062,0,3.5,1.1561466259787705,Partly Cloudy ⛅
2013-07-11,2013,7,11,31.8,21.4,51894.15,46853.012,0,23,16.3,94,41,0.0,0.0,33.1,8.3,2.2,1014.5,1011.8,0.15,6.09,10.400000000000002,24.8,9.45,14.5,53,4.199999999999999,0.9028572970171012,0,2.6000000000000227,1.1075711083183228,Mainly Clear 🌤
2013-07-12,2013,7,12,33.5,20.6,51835.19,46853.012,0,81,15.4,94,34,0.0,0.0,40.7,6.8,5.2,1016.4,1013.2,0.15,6.77,12.899999999999999,33.900000000000006,13.299999999999999,16.2,60,5.799999999999999,0.9038842531492602,0,3.1000000000000227,1.1063127315543437,Cloudy ☁️
2013-07-13,2013,7,13,33.5,21.5,51773.44,46853.012,0,47,16.8,97,37,0.0,0.0,37.4,8.3,2.3,1016.1,1013.8,0.15,6.68,12.0,29.099999999999998,11.6,18.599999999999998,60,5.0,0.9049623127225079,0,2.2999999999999545,1.1049948081287042,Mainly Clear 🌤
2013-07-14,2013,7,14,32.9,22.9,51708.99,46853.012,0,90,14.9,92,35,0.0,0.0,34.2,6.1,1.6,1016.5,1013.7,0.15,6.69,10.0,28.1,9.55,15.9,57,6.700000000000001,0.9060902562591148,0,2.7000000000000455,1.1036192589014575,Cloudy ☁️
2013-07-15,2013,7,15,31.6,23.1,51641.96,46853.012,0,42,17.0,87,44,0.0,0.0,38.9,10.1,4.1,1018.3,1015.7,0.15,6.49,8.5,28.799999999999997,12.5,16.799999999999997,43,4.600000000000001,0.9072663392326705,0,2.6000000000000227,1.102188645019342,Mainly Clear 🌤
2013-07-16,2013,7,16,32.4,21.8,51572.43,46853.012,0,9,15.9,91,37,0.0,0.0,33.1,6.1,1.6,1019.0,1017.0,0.15,6.42,10.599999999999998,27.0,10.15,17.099999999999998,54,5.6,0.9084895165886114,0,2.0,1.1007046739135167,Clear Sky ☀️
2013-07-17,2013,7,17,32.1,21.3,51500.51,46853.012,0,81,16.4,96,39,0.0,0.0,29.9,6.1,3.8,1018.5,1016.0,0.15,6.29,10.8,23.799999999999997,9.55,11.5,57,4.900000000000002,0.9097582140448707,0,2.3999999999999773,1.0991696933018245,Cloudy ☁️
2013-07-18,2013,7,18,33.0,21.7,51426.3,45445.07,0,96,14.5,95,34,0.0,0.0,34.6,6.1,1.6,1017.3,1015.5,0.15,6.43,11.3,28.5,10.15,17.099999999999998,61,6.600000000000001,0.8836931686705051,0,1.7999999999999545,1.1315895961961069,Cloudy ☁️
2013-07-19,2013,7,19,33.4,21.6,51349.91,46800.0,0,50,16.0,96,36,0.0,0.0,38.2,7.9,5.0,1017.0,1013.9,0.15,6.51,11.799999999999997,30.300000000000004,12.3,14.600000000000001,60,5.399999999999999,0.911394002443237,0,3.1000000000000227,1.0971968547680606,Partly Cloudy ⛅
2013-07-20,2013,7,20,33.5,21.8,51271.42,41439.89,0,83,15.9,94,33,0.0,0.0,42.1,8.3,5.4,1015.2,1011.4,0.15,6.77,11.7,33.8,13.649999999999999,16.5,61,5.299999999999999,0.8082454123564357,0,3.699999999999932,1.2372181195915435,Cloudy ☁️
2013-07-21,2013,7,21,33.5,23.1,51190.94,46800.0,0,99,17.0,91,40,0.0,0.0,39.6,10.8,6.5,1013.9,1011.4,0.15,6.53,10.399999999999999,28.8,12.85,12.7,51,4.800000000000001,0.9142242748423842,0,2.3999999999999773,1.0938001324758018,Cloudy ☁️
2013-07-22,2013,7,22,33.2,23.1,51108.56,46082.72,0,100,15.8,95,35,0.0,0.0,32.4,11.5,7.0,1014.6,1012.0,0.15,6.39,10.100000000000001,20.9,12.45,10.899999999999999,60,6.0,0.9016634395490697,0,2.5,1.1090372044617924,Cloudy ☁️
2013-07-23,2013,7,23,31.8,23.1,51024.38,46800.0,0,40,17.0,91,44,0.0,0.0,33.1,9.0,5.2,1015.1,1012.9,0.15,5.98,8.7,24.1,11.0,11.600000000000001,47,4.800000000000001,0.9172085971451295,0,2.2000000000000455,1.0902412341616632,Mainly Clear 🌤
2013-07-24,2013,7,24,32.7,21.3,50938.49,46800.0,0,50,16.9,97,40,0.0,0.0,33.8,6.5,1.6,1017.2,1014.9,0.15,6.17,11.400000000000002,27.299999999999997,9.5,15.799999999999999,57,4.900000000000002,0.9187551495931662,0,2.2999999999999545,1.0884060169654495,Partly Cloudy ⛅
2013-07-25,2013,7,25,33.5,22.4,50850.99,46800.0,0,9,15.3,94,35,0.0,0.0,30.2,6.1,1.6,1017.6,1015.1,0.15,6.37,11.100000000000001,24.1,8.0,12.8,59,6.300000000000001,0.9203360642536164,0,2.5,1.0865363987948975,Clear Sky ☀️
