date,cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_max (°C),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2006-03-17,96,0,11.0,7.8,98,51,6.1,3.9
2006-03-18,100,65,11.6,9.2,100,50,4.3,0.7
2006-03-19,99,0,12.4,11.1,94,59,15.8,4.7
2006-03-20,95,0,11.4,9.2,99,46,8.6,2.1
2006-03-21,100,0,12.5,10.4,96,50,11.5,5.3
2006-03-22,96,0,12.2,6.8,96,42,12.6,2.4
2006-03-23,93,0,8.7,3.8,79,31,13.3,6.8
2006-03-24,87,0,10.8,6.8,90,34,7.6,3.3
2006-03-25,75,0,13.1,8.6,89,40,10.4,3.7
2006-03-26,7,0,11.9,9.5,93,49,8.3,4.4
2006-03-27,18,0,11.5,9.4,99,38,9.4,5.7
2006-03-28,100,1,11.2,7.2,79,22,17.3,1.0
2006-03-29,100,0,10.5,4.5,77,34,11.2,4.6
2006-03-30,82,0,10.8,3.6,95,32,9.0,5.7
2006-03-31,92,0,10.6,3.8,77,27,10.8,1.9
2006-04-01,96,0,10.1,7.6,74,23,15.1,6.1
2006-04-02,92,0,12.9,9.2,81,31,10.4,1.5
2006-04-03,3,0,9.2,4.5,70,28,12.6,5.9
2006-04-04,13,0,9.3,5.5,73,33,11.9,4.1
2006-04-05,100,0,10.5,7.2,86,30,12.2,7.1
2006-04-06,100,0,13.2,10.6,85,59,13.3,6.4
2006-04-07,53,0,12.8,7.4,86,35,10.4,5.4
2006-04-08,33,0,12.9,10.5,99,44,7.2,3.6
2006-04-09,26,0,12.0,8.4,92,31,14.8,9.4
2006-04-10,100,0,10.9,3.2,64,14,28.4,12.3
2006-04-11,100,9,14.1,5.4,84,31,17.6,12.2
2006-04-12,10,0,9.2,3.3,74,35,10.4,4.4
2006-04-13,71,0,7.8,3.2,72,31,19.1,12.5
2006-04-14,78,0,9.8,6.1,75,41,22.7,9.4
2006-04-15,100,0,9.7,5.1,80,25,24.1,15.2
2006-04-16,98,0,10.6,4.9,58,24,15.8,3.4
2006-04-17,100,12,13.1,1.6,77,15,10.4,2.3
2006-04-18,67,0,12.9,7.9,82,39,36.4,21.6
2006-04-19,66,0,11.0,6.7,77,35,14.4,7.0
2006-04-20,39,0,12.4,9.5,94,45,3.2,0.5
2006-04-21,74,0,12.5,8.9,95,42,6.8,2.5
2006-04-22,53,0,12.3,9.7,95,43,4.7,2.6
2006-04-23,91,0,13.5,7.6,98,38,8.3,6.4
2006-04-24,100,28,15.5,13.2,87,51,20.9,9.8
2006-04-25,96,12,15.6,10.0,91,49,23.0,13.0
2006-04-26,100,9,14.2,12.4,89,55,24.8,6.2
2006-04-27,99,16,14.3,9.7,91,50,8.6,5.1
2006-04-28,100,4,13.8,8.8,84,43,8.6,5.0
2006-04-29,100,0,13.9,9.2,96,44,10.4,8.0
2006-04-30,60,0,13.4,5.5,88,32,14.4,6.8
2006-05-01,46,0,14.3,10.0,98,35,10.1,6.4
2006-05-02,100,0,13.5,11.3,79,36,14.8,7.9
2006-05-03,97,0,14.9,8.9,86,35,14.4,8.9
2006-05-04,100,30,15.6,12.7,91,58,34.2,13.0
2006-05-05,100,64,15.2,13.1,93,72,27.7,15.9
2006-05-06,100,0,13.5,12.2,93,63,11.2,6.5
2006-05-07,100,0,13.9,9.6,99,45,5.4,0.5
2006-05-08,69,0,13.6,10.0,96,42,13.3,6.9
2006-05-09,99,35,16.6,13.0,96,45,13.0,3.8
2006-05-10,93,0,16.2,7.6,94,42,11.9,6.2
2006-05-11,100,2,13.5,11.2,91,45,5.8,2.8
2006-05-12,100,82,15.6,10.6,92,44,13.3,6.9
2006-05-13,86,0,15.6,12.0,98,45,8.6,4.7
2006-05-14,100,0,15.8,10.0,100,34,8.3,5.8
2006-05-15,49,0,14.9,13.7,94,48,6.1,2.3
2006-05-16,68,0,15.8,9.3,98,34,7.2,4.1
2006-05-17,1,0,15.6,10.3,97,32,13.0,7.4
2006-05-18,79,0,12.0,8.7,71,25,16.2,8.4
2006-05-19,95,0,12.2,10.1,59,21,14.8,5.4
2006-05-20,100,53,18.3,12.2,83,39,7.2,3.9
2006-05-21,100,0,18.7,13.1,99,27,6.5,2.3
2006-05-22,87,0,17.1,1.7,72,8,10.8,7.7
2006-05-23,100,0,13.2,6.5,45,20,13.0,2.2
2006-05-24,83,0,18.4,12.0,79,42,9.7,6.1
2006-05-25,100,0,15.2,11.8,72,41,28.8,14.6
2006-05-26,100,2,14.7,6.2,81,26,9.0,5.9
2006-05-27,100,1,16.7,10.8,91,30,8.6,4.9
2006-05-28,25,0,17.4,10.6,96,27,5.4,3.7
2006-05-29,94,0,16.3,10.4,85,26,5.8,1.8
2006-05-30,99,0,16.5,12.5,73,33,9.0,1.3
2006-05-31,100,9,13.3,9.1,66,38,24.5,13.0
2006-06-01,100,0,11.8,5.4,73,35,28.8,13.5
2006-06-02,94,0,12.7,4.5,67,26,15.1,3.0
2006-06-03,53,0,10.2,3.9,73,30,21.2,10.0
2006-06-04,77,0,12.3,3.6,74,26,9.7,5.1
2006-06-05,97,0,12.9,7.6,85,31,9.0,1.4
2006-06-06,29,0,14.7,5.8,80,20,12.6,5.2
2006-06-07,7,0,17.3,8.8,95,30,6.8,4.7
2006-06-08,3,0,16.0,11.3,93,37,8.3,6.2
2006-06-09,77,0,15.7,11.6,94,41,6.8,6.5
2006-06-10,100,1,16.0,11.9,84,43,12.6,8.2
2006-06-11,100,0,16.0,11.8,88,45,10.1,1.1
2006-06-12,46,0,14.5,11.7,89,46,7.9,5.9
2006-06-13,57,0,14.8,11.4,92,43,13.3,7.2
2006-06-14,84,14,15.7,11.4,92,37,12.6,8.3
2006-06-15,99,0,18.5,14.1,90,38,18.0,10.2
2006-06-16,97,0,18.9,13.8,97,34,13.0,8.0
2006-06-17,84,0,16.7,9.0,90,24,10.8,3.5
2006-06-18,70,0,17.3,9.7,83,24,13.0,5.4
2006-06-19,68,0,15.0,6.9,75,19,11.2,6.5
2006-06-20,0,0,15.1,7.9,84,19,10.4,6.1
2006-06-21,1,0,14.2,8.9,69,17,13.7,9.2
2006-06-22,13,0,12.6,7.1,46,13,22.0,11.9
2006-06-23,97,0,18.0,10.8,66,25,13.3,2.5
2006-06-24,100,0,18.6,13.0,85,25,3.6,3.3
2006-06-25,100,0,16.8,11.4,54,19,13.7,4.0
2006-06-26,79,0,18.9,13.5,75,24,10.1,4.1
2006-06-27,57,0,17.6,11.3,60,21,15.8,6.6
2006-06-28,100,2,17.3,10.8,61,16,10.8,2.4
2006-06-29,100,7,21.6,16.8,83,41,11.5,5.1
2006-06-30,80,0,21.2,18.4,85,42,12.2,6.1
2006-07-01,21,0,19.6,16.2,81,37,18.4,11.2
2006-07-02,0,0,19.7,12.7,75,28,5.8,3.2
2006-07-03,18,0,19.5,13.3,89,28,5.4,4.2
2006-07-04,94,0,20.6,15.7,80,32,7.6,2.8
2006-07-05,94,0,20.9,15.3,93,34,9.4,4.8
2006-07-06,100,9,22.3,16.9,93,36,11.9,6.2
2006-07-07,94,1,22.3,16.5,90,32,13.0,9.4
2006-07-08,19,0,21.5,15.5,80,40,20.5,13.0
2006-07-09,85,0,20.1,15.5,81,39,19.1,10.8
2006-07-10,100,0,20.8,16.9,82,46,14.8,8.4
2006-07-11,28,0,21.3,16.9,93,46,9.7,5.6
2006-07-12,21,0,21.2,15.1,95,37,7.9,5.0
2006-07-13,26,0,19.8,14.4,85,33,4.3,0.0
2006-07-14,46,0,20.6,14.2,93,31,9.7,5.8
2006-07-15,59,0,20.3,14.4,89,32,7.9,0.7
2006-07-16,89,0,21.8,17.4,93,40,5.0,1.0
2006-07-17,40,4,22.6,18.8,93,45,9.0,4.1
2006-07-18,25,0,22.2,17.6,92,44,10.1,6.3
2006-07-19,2,0,20.4,15.1,83,38,15.5,9.0
2006-07-20,4,0,20.5,14.9,95,39,7.6,5.2
2006-07-21,3,0,21.8,16.5,94,40,9.4,6.2
2006-07-22,23,0,21.8,12.5,97,27,5.8,1.5
2006-07-23,0,0,20.6,12.0,89,24,5.4,3.7
2006-07-24,31,0,20.7,13.7,81,27,10.1,2.5
2006-07-25,29,0,23.3,18.8,86,40,9.4,3.5
2006-07-26,39,0,23.5,19.1,98,42,7.2,3.1
2006-07-27,6,0,22.9,17.5,98,37,4.3,1.3
2006-07-28,0,0,22.0,16.5,95,33,8.6,4.7
2006-07-29,76,0,23.4,14.0,81,24,14.0,0.8
2006-07-30,3,0,23.4,18.1,88,43,7.9,4.8
2006-07-31,0,0,22.6,17.2,80,37,13.0,7.6
2006-08-01,0,0,22.6,16.1,94,32,10.4,4.3
2006-08-02,15,0,21.9,19.3,82,39,13.0,4.2
2006-08-03,26,0,22.7,17.1,79,38,11.9,1.5
2006-08-04,100,0,23.6,16.4,96,44,5.4,1.3
2006-08-05,65,0,17.4,12.7,72,29,18.4,8.0
2006-08-06,79,0,20.1,16.1,72,38,10.1,4.3
2006-08-07,52,0,20.3,13.5,79,32,6.8,3.3
2006-08-08,100,0,18.4,13.2,66,34,14.0,6.1
2006-08-09,100,27,20.3,18.5,82,62,6.8,1.9
2006-08-10,51,0,18.2,13.3,83,33,18.4,8.1
2006-08-11,29,0,20.7,12.8,78,33,14.4,4.6
2006-08-12,42,0,23.3,20.3,95,52,6.8,3.6
2006-08-13,51,0,22.5,17.6,92,53,10.4,5.6
2006-08-14,30,1,18.2,15.9,76,43,16.2,9.2
2006-08-15,96,0,23.1,17.6,88,52,6.5,1.4
2006-08-16,87,1,24.0,22.5,96,58,12.6,6.8
2006-08-17,100,0,24.3,22.2,97,56,11.9,7.8
2006-08-18,81,0,24.0,19.5,97,43,10.8,1.1
2006-08-19,37,0,21.9,15.1,77,26,12.2,8.3
2006-08-20,0,0,21.5,15.6,90,28,7.9,1.6
2006-08-21,10,0,22.2,19.5,85,44,5.4,4.3
2006-08-22,3,0,20.2,10.7,74,27,9.4,3.1
2006-08-23,87,0,21.7,15.7,78,33,6.1,1.3
2006-08-24,91,0,24.3,20.2,98,40,7.9,1.1
2006-08-25,89,2,24.1,16.9,87,38,7.2,0.7
2006-08-26,98,0,19.2,15.7,72,43,17.6,10.8
2006-08-27,85,0,19.4,14.9,80,37,16.2,9.3
2006-08-28,14,0,17.7,13.3,69,34,10.4,3.7
2006-08-29,93,0,20.6,15.4,83,37,10.1,4.7
2006-08-30,5,0,21.3,15.8,90,35,11.2,1.8
2006-08-31,8,0,19.4,13.1,76,38,12.2,8.6
2006-09-01,7,0,16.3,11.0,71,34,11.2,5.9
2006-09-02,43,0,17.6,13.7,89,40,6.8,2.3
2006-09-03,6,0,18.6,12.6,85,38,7.6,5.4
2006-09-04,23,0,19.2,13.0,89,35,5.4,0.0
2006-09-05,1,0,18.4,12.5,92,33,8.6,2.2
2006-09-06,38,0,19.3,15.4,96,38,7.9,0.5
2006-09-07,100,0,19.8,9.9,94,25,10.4,4.7
2006-09-08,100,0,20.8,15.4,95,35,9.0,0.8
2006-09-09,60,13,22.0,16.2,94,42,9.4,5.9
2006-09-10,96,2,21.9,18.6,94,51,10.8,7.2
2006-09-11,100,54,21.3,20.1,89,65,13.3,0.4
2006-09-12,100,28,21.4,19.4,97,69,12.6,0.0
2006-09-13,100,25,22.8,20.5,94,68,13.0,6.5
2006-09-14,100,13,23.5,21.6,97,61,9.7,7.2
2006-09-15,100,1,23.0,12.0,94,47,15.1,6.1
2006-09-16,75,0,17.1,9.1,92,32,16.2,5.6
2006-09-17,25,0,17.3,12.8,91,41,10.8,1.6
2006-09-18,99,1,18.4,13.8,86,43,9.7,3.1
2006-09-19,68,0,18.8,14.9,90,48,7.6,3.5
2006-09-20,100,0,18.3,15.5,92,49,9.0,3.6
2006-09-21,99,36,18.8,17.0,92,51,8.6,4.9
2006-09-22,38,0,20.0,17.5,93,49,12.2,7.2
2006-09-23,31,0,20.7,18.9,96,51,11.5,6.1
2006-09-24,49,0,22.0,19.2,90,55,12.2,8.2
2006-09-25,100,24,23.5,16.4,94,66,12.2,3.9
2006-09-26,95,2,14.9,9.3,72,32,29.9,17.8
2006-09-27,52,3,15.4,13.0,70,49,33.1,18.9
2006-09-28,98,0,18.1,12.9,80,40,14.8,4.8
2006-09-29,98,0,19.4,11.6,94,32,10.1,2.1
2006-09-30,14,0,19.4,15.9,95,40,9.7,3.2
2006-10-01,16,0,20.5,13.2,97,30,15.1,9.0
2006-10-02,0,0,20.1,14.2,91,31,16.2,6.5
2006-10-03,14,0,17.1,11.5,64,22,15.5,5.5
2006-10-04,24,0,19.3,16.5,83,47,11.9,6.0
2006-10-05,100,5,17.3,14.3,80,56,25.9,13.1
2006-10-06,100,1,14.3,10.8,73,42,31.7,19.0
2006-10-07,17,1,14.1,9.6,77,37,18.4,10.7
2006-10-08,74,0,15.7,11.3,83,37,20.2,13.0
2006-10-09,56,1,15.3,13.1,80,49,20.2,11.8
2006-10-10,29,0,15.2,12.7,81,46,14.4,8.8
2006-10-11,98,0,16.6,12.8,92,42,10.1,1.4
2006-10-12,98,24,18.7,15.9,93,49,11.5,6.7
2006-10-13,100,15,19.3,16.3,90,51,16.2,4.3
2006-10-14,100,8,19.2,18.1,94,80,10.8,3.6
2006-10-15,100,15,18.1,16.2,98,70,21.2,5.6
2006-10-16,67,17,16.8,15.4,89,66,23.0,13.4
2006-10-17,43,0,16.3,12.3,88,53,13.7,6.9
2006-10-18,100,4,17.0,12.9,89,54,11.5,6.2
2006-10-19,100,10,20.6,16.9,94,58,13.0,7.6
2006-10-20,100,9,18.1,14.7,98,50,7.9,4.7
2006-10-21,100,0,19.9,16.5,99,52,8.6,1.5
2006-10-22,79,0,19.6,16.2,98,55,8.6,1.8
2006-10-23,88,5,16.9,11.4,78,37,12.2,3.3
2006-10-24,74,0,20.0,11.0,96,29,14.0,3.7
2006-10-25,100,0,20.5,16.1,100,44,11.2,3.9
2006-10-26,75,0,20.8,18.2,97,54,6.8,1.5
2006-10-27,89,2,21.2,18.9,98,64,7.6,0.7
2006-10-28,100,0,20.8,16.9,99,61,9.0,5.2
2006-10-29,98,0,17.8,13.6,94,47,13.0,8.9
2006-10-30,60,7,18.4,15.1,86,52,16.9,10.7
2006-10-31,44,0,18.0,10.4,90,45,6.8,1.4
2006-11-01,93,0,16.2,11.6,89,43,7.9,3.2
2006-11-02,67,0,15.4,12.6,91,50,13.7,7.9
2006-11-03,99,12,13.4,8.9,79,49,21.2,11.2
2006-11-04,100,97,13.2,9.2,91,61,20.5,11.5
2006-11-05,98,24,11.6,7.5,76,46,16.2,8.6
2006-11-06,98,23,14.1,9.2,89,44,10.1,6.5
2006-11-07,53,4,13.6,9.9,92,49,9.0,6.9
2006-11-08,89,7,13.9,10.4,89,47,8.6,0.4
2006-11-09,76,1,14.4,12.0,97,52,7.9,2.2
2006-11-10,40,0,14.3,7.7,96,38,10.8,7.3
2006-11-11,58,0,14.3,9.3,86,55,16.9,9.4
2006-11-12,66,0,11.7,7.0,90,38,11.9,7.2
2006-11-13,93,2,12.0,10.2,79,50,23.4,12.2
2006-11-14,83,17,13.9,9.9,90,52,9.4,5.4
2006-11-15,11,0,13.4,8.4,96,38,9.7,5.8
2006-11-16,94,0,15.4,8.7,89,37,16.6,9.4
2006-11-17,98,0,9.8,2.0,65,23,21.2,12.1
2006-11-18,99,16,15.5,5.5,85,40,10.4,5.8
2006-11-19,18,0,15.1,11.1,96,49,11.5,1.8
2006-11-20,96,0,14.5,9.6,92,46,10.4,5.2
2006-11-21,54,0,13.4,7.9,98,41,6.8,2.5
2006-11-22,100,7,12.2,6.6,92,39,7.2,4.3
2006-11-23,64,29,14.3,10.7,89,48,7.9,3.9
2006-11-24,89,0,15.0,8.6,96,39,3.2,0.7
2006-11-25,2,0,13.9,8.2,85,37,20.5,12.1
2006-11-26,98,0,16.0,8.9,94,37,18.0,8.3
2006-11-27,100,27,15.6,13.8,98,74,5.4,0.5
2006-11-28,93,33,14.1,12.4,96,74,17.3,12.1
2006-11-29,100,46,14.9,13.1,94,79,24.1,12.3
2006-11-30,100,40,14.5,12.7,95,70,9.7,5.2
2006-12-01,100,93,14.0,11.3,95,65,8.6,2.5
2006-12-02,99,27,14.2,11.1,96,80,6.8,2.9
2006-12-03,100,4,13.6,11.5,100,67,6.8,3.1
2006-12-04,91,0,12.1,8.8,95,52,9.7,4.5
2006-12-05,30,0,13.0,9.8,86,53,5.4,2.9
2006-12-06,95,0,10.4,6.8,82,43,17.6,9.8
2006-12-07,53,2,8.5,5.6,88,47,11.2,3.5
2006-12-08,53,0,10.1,8.1,92,55,6.8,4.5
2006-12-09,100,0,9.3,4.9,77,56,9.4,2.2
2006-12-10,100,89,12.4,8.0,90,56,9.0,5.8
2006-12-11,100,22,13.6,11.6,97,68,4.7,0.5
2006-12-12,44,4,11.9,6.3,92,53,16.2,9.4
2006-12-13,100,9,14.1,6.1,95,62,13.0,7.8
2006-12-14,100,0,13.1,9.4,99,54,14.4,3.5
2006-12-15,90,0,15.1,10.8,94,64,12.6,8.7
2006-12-16,100,89,16.1,14.3,96,85,14.4,9.7
2006-12-17,100,70,14.3,12.4,98,73,5.4,1.1
2006-12-18,83,11,13.1,10.2,98,65,9.0,5.2
2006-12-19,54,1,10.6,7.2,95,55,8.3,2.5
2006-12-20,98,2,9.8,6.7,96,52,5.8,1.8
2006-12-21,50,0,10.1,6.4,94,65,12.6,5.8
2006-12-22,39,0,8.8,5.9,95,52,6.5,3.1
2006-12-23,99,3,10.9,6.4,96,71,6.8,0.8
2006-12-24,100,60,11.0,6.3,97,63,14.8,6.9
2006-12-25,100,27,8.4,6.4,91,56,9.4,1.5
2006-12-26,65,17,11.2,8.5,87,64,14.4,8.3
2006-12-27,63,14,10.9,8.3,93,59,8.6,3.3
2006-12-28,51,0,8.9,5.8,98,50,8.3,3.6
2006-12-29,100,0,9.6,6.2,95,56,9.0,3.9
2006-12-30,99,1,10.7,6.7,100,56,5.0,0.8
2006-12-31,23,1,11.0,6.3,99,54,6.5,1.1
2007-01-01,42,0,7.8,5.1,97,46,5.4,4.3
2007-01-02,100,1,8.6,4.4,88,48,16.9,9.4
2007-01-03,57,4,7.7,4.7,74,58,32.4,19.7
2007-01-04,100,1,6.2,4.2,80,48,11.2,6.9
2007-01-05,99,0,8.7,4.1,84,51,19.8,11.7
2007-01-06,93,4,9.7,7.6,90,56,5.8,0.8
2007-01-07,56,2,9.5,6.9,95,48,7.9,3.8
2007-01-08,94,0,10.2,5.4,89,58,12.2,5.1
2007-01-09,79,16,11.1,6.9,94,56,13.0,8.2
2007-01-10,81,1,11.7,10.3,94,61,11.2,4.7
2007-01-11,95,0,10.8,6.5,96,44,7.9,6.1
2007-01-12,98,1,10.5,8.5,89,53,17.3,11.2
2007-01-13,87,0,12.0,9.7,92,57,14.0,9.7
2007-01-14,55,0,11.6,8.8,98,58,10.4,5.0
2007-01-15,31,0,10.6,5.9,94,60,10.1,3.6
2007-01-16,99,0,10.3,5.7,87,43,14.4,7.7
2007-01-17,93,2,11.1,7.0,94,54,11.2,4.8
2007-01-18,49,0,11.2,8.2,97,51,8.6,5.4
2007-01-19,78,0,8.4,5.5,96,46,11.2,6.9
2007-01-20,13,0,12.4,7.9,95,58,8.3,5.9
2007-01-21,0,0,10.9,7.0,95,39,12.6,6.2
2007-01-22,94,0,8.3,4.6,80,36,20.2,12.0
2007-01-23,98,0,5.6,2.3,60,30,19.8,10.2
2007-01-24,86,0,6.2,-3.6,87,22,10.8,6.4
2007-01-25,99,6,9.8,4.5,84,49,17.3,4.0
2007-01-26,100,1,11.6,8.5,96,57,6.5,4.0
2007-01-27,100,10,11.6,6.1,89,57,19.8,13.0
2007-01-28,100,0,6.7,4.2,76,49,13.3,6.6
2007-01-29,100,0,9.6,4.8,85,37,9.4,5.6
2007-01-30,100,9,12.3,9.6,95,59,6.5,1.3
2007-01-31,100,38,12.9,11.2,92,69,11.2,6.7
2007-02-01,100,0,12.2,7.9,97,65,9.7,6.2
2007-02-02,80,0,10.1,7.0,85,53,20.9,12.2
2007-02-03,100,2,10.6,7.7,97,51,11.2,0.0
2007-02-04,100,3,10.6,3.5,94,54,6.1,3.6
2007-02-05,67,11,3.7,0.7,70,40,9.0,4.9
2007-02-06,99,0,3.7,0.8,74,37,12.6,6.7
2007-02-07,78,10,9.7,3.5,89,51,11.2,1.8
2007-02-08,99,0,11.8,3.8,98,38,7.9,2.3
2007-02-09,100,7,11.3,2.9,85,41,18.7,7.8
2007-02-10,100,9,9.5,5.4,87,42,24.8,14.8
2007-02-11,37,1,9.1,5.9,78,44,26.3,15.0
2007-02-12,99,0,9.2,6.1,89,35,12.6,7.8
2007-02-13,97,0,10.8,7.5,83,42,16.6,8.6
2007-02-14,78,0,12.0,7.1,97,43,9.4,5.6
2007-02-15,91,5,10.5,5.9,79,40,16.9,9.9
2007-02-16,82,0,11.0,5.6,91,50,10.8,4.1
2007-02-17,100,0,11.4,4.4,100,35,9.4,1.9
2007-02-18,100,5,13.8,10.8,97,58,7.2,1.8
2007-02-19,97,32,13.3,6.8,96,60,19.4,10.5
2007-02-20,81,2,9.0,5.3,86,46,7.9,4.7
2007-02-21,100,3,10.9,6.2,93,42,8.6,5.5
2007-02-22,100,79,11.2,9.5,93,70,11.5,7.4
2007-02-23,100,14,9.8,7.4,90,55,16.6,10.6
2007-02-24,96,4,9.3,6.7,87,47,15.1,9.6
2007-02-25,88,0,9.6,5.5,89,38,12.6,2.1
2007-02-26,93,1,9.5,3.9,90,42,10.8,3.1
2007-02-27,93,1,7.4,4.9,72,46,38.9,22.8
2007-02-28,18,0,8.3,6.1,82,41,9.0,2.3
2007-03-01,0,0,9.9,4.0,76,31,10.1,1.3
2007-03-02,13,0,11.5,9.2,92,41,7.2,1.8
2007-03-03,0,0,11.1,8.1,91,35,10.1,5.8
2007-03-04,0,0,10.9,7.4,89,33,7.9,2.7
2007-03-05,2,0,13.1,8.4,91,34,9.7,6.1
2007-03-06,100,5,13.8,11.6,100,58,4.3,3.8
2007-03-07,100,1,13.7,9.8,99,54,10.4,3.6
2007-03-08,100,47,13.3,11.9,97,78,15.5,3.5
2007-03-09,100,97,13.3,11.9,95,90,36.7,21.7
2007-03-10,100,22,12.4,6.6,96,59,33.8,19.9
2007-03-11,100,60,11.4,6.4,95,76,6.8,2.5
2007-03-12,98,12,11.5,7.3,99,66,8.6,4.0
2007-03-13,40,8,11.9,8.5,92,64,16.2,10.5
2007-03-14,30,0,11.1,8.6,94,52,14.4,7.9
2007-03-15,54,0,11.9,7.9,98,53,10.1,0.7
2007-03-16,97,0,11.9,9.0,94,50,16.2,7.4
2007-03-17,90,8,12.3,9.9,94,67,12.6,6.9
2007-03-18,71,2,11.3,8.5,94,54,6.5,3.8
2007-03-19,59,0,11.2,2.1,99,32,7.2,2.7
2007-03-20,98,0,8.0,-1.7,82,32,17.6,12.3
2007-03-21,88,0,0.9,-3.9,57,26,14.8,8.4
2007-03-22,99,0,5.0,-1.8,72,49,14.4,10.0
2007-03-23,96,0,3.3,0.8,72,39,22.3,10.8
2007-03-24,53,0,7.9,2.4,81,32,12.6,7.4
2007-03-25,77,0,10.9,6.4,91,56,8.6,1.8
2007-03-26,96,2,11.1,8.6,94,57,14.4,6.6
2007-03-27,85,0,10.0,8.2,91,55,13.7,7.8
2007-03-28,59,0,12.0,8.0,92,49,5.8,0.8
2007-03-29,98,1,12.7,9.5,99,51,7.2,1.1
2007-03-30,71,0,10.4,6.0,92,46,16.2,7.7
2007-03-31,73,0,9.8,4.3,83,33,16.6,9.0
2007-04-01,99,6,11.4,7.0,89,39,16.6,10.1
2007-04-02,100,44,14.1,11.3,96,69,17.6,9.4
2007-04-03,100,27,14.1,10.3,98,64,10.1,1.0
2007-04-04,97,0,10.2,4.2,93,36,13.7,7.4
2007-04-05,100,23,10.6,7.8,91,56,10.4,4.8
2007-04-06,65,4,11.1,9.6,97,61,11.2,6.1
2007-04-07,100,22,12.5,10.2,98,53,5.0,0.0
2007-04-08,100,0,13.0,10.0,99,51,4.0,1.1
2007-04-09,100,0,13.4,10.0,99,52,4.3,1.3
2007-04-10,100,14,13.2,9.4,98,43,8.3,5.8
2007-04-11,89,0,13.7,10.4,97,48,9.4,6.5
2007-04-12,100,0,12.1,8.8,82,48,15.8,10.1
2007-04-13,63,0,13.8,8.7,79,50,28.1,9.5
2007-04-14,66,0,12.8,9.7,90,45,7.6,5.1
2007-04-15,99,11,14.0,11.7,94,55,10.4,3.6
2007-04-16,94,43,14.0,12.5,98,64,8.3,1.3
2007-04-17,59,0,13.5,11.4,95,60,9.0,5.2
2007-04-18,100,1,13.1,10.6,100,48,7.6,1.8
2007-04-19,100,54,14.0,11.7,87,59,29.9,18.4
2007-04-20,100,22,14.6,11.5,91,68,26.3,14.7
2007-04-21,47,0,14.0,10.2,96,48,7.9,5.2
2007-04-22,100,0,14.7,10.3,100,47,8.3,5.2
2007-04-23,95,15,12.8,9.3,92,42,11.2,7.3
2007-04-24,100,55,14.4,11.8,92,55,10.8,7.9
2007-04-25,100,69,14.9,12.7,97,73,12.6,5.8
2007-04-26,100,43,14.0,11.1,88,53,12.6,7.4
2007-04-27,100,26,13.8,10.7,90,62,7.2,1.5
2007-04-28,100,18,14.7,12.5,95,55,9.4,5.4
2007-04-29,100,8,14.8,11.9,98,51,7.6,5.0
2007-04-30,97,0,14.9,12.1,99,57,5.0,2.9
2007-05-01,99,0,14.6,10.0,99,40,5.8,2.2
2007-05-02,99,15,14.3,10.4,89,41,12.6,6.1
2007-05-03,97,13,14.5,12.3,86,39,11.9,1.9
2007-05-04,95,0,15.0,11.5,88,48,30.6,3.6
2007-05-05,96,1,13.3,10.1,87,43,28.8,16.0
2007-05-06,59,0,11.5,8.7,82,39,23.4,13.8
2007-05-07,58,0,13.2,9.1,78,42,20.5,12.0
2007-05-08,47,6,13.2,11.4,83,47,30.6,18.5
2007-05-09,16,0,13.3,9.5,80,42,27.0,16.6
2007-05-10,0,0,13.2,6.8,75,28,9.7,6.0
2007-05-11,0,0,12.4,3.9,84,20,8.3,3.8
2007-05-12,0,0,11.0,7.0,79,24,6.5,5.9
2007-05-13,1,0,10.7,4.3,70,19,6.1,5.2
2007-05-14,9,0,14.0,9.6,62,24,15.8,4.4
2007-05-15,100,0,14.0,8.9,67,35,27.7,14.6
2007-05-16,100,8,13.8,4.9,84,30,15.5,6.7
2007-05-17,100,0,13.8,8.8,87,37,14.4,9.7
2007-05-18,100,1,15.0,8.8,79,52,27.4,16.2
2007-05-19,89,0,14.6,9.2,91,37,8.6,4.9
2007-05-20,97,0,15.0,10.3,93,37,6.5,4.6
2007-05-21,100,7,16.3,13.3,95,47,10.1,2.4
2007-05-22,92,0,17.3,11.6,100,36,6.8,6.1
2007-05-23,99,0,16.3,8.8,99,28,7.6,3.7
2007-05-24,6,0,15.1,9.2,92,26,5.0,1.5
2007-05-25,100,0,13.3,10.4,70,27,10.1,5.5
2007-05-26,100,0,17.8,13.3,87,53,13.7,5.2
2007-05-27,92,0,17.7,13.0,90,42,16.2,10.5
2007-05-28,99,0,14.9,7.0,78,24,11.5,4.2
2007-05-29,100,0,14.3,5.6,75,27,9.4,5.2
2007-05-30,78,0,13.5,7.7,77,31,10.8,6.0
2007-05-31,47,0,14.6,10.4,90,31,9.0,5.7
2007-06-01,100,0,18.0,13.6,87,37,8.6,2.1
2007-06-02,100,57,17.5,11.9,94,59,6.1,2.6
2007-06-03,100,10,15.9,9.8,96,45,11.9,2.6
2007-06-04,78,2,14.7,10.4,95,49,17.3,10.0
2007-06-05,100,0,15.8,11.9,86,43,19.4,3.3
2007-06-06,100,17,16.6,13.4,89,34,18.4,11.2
